1.0,2.0,3.0,4.0,5.0,6.0
9.369535109726712e-05,0.0001787114015314728,0.0003274768532719463,0.0016458723694086075,0.003355635330080986,0.001358355162665248
1.3310318536241539e-05,1.580959724378772e-05,3.270576780778356e-05,0.00025379605358466506,0.0006226580590009689,0.00031540432246401906
6.8544877649401315e-06,7.403334620903479e-06,1.546332350699231e-05,7.562879181932658e-05,0.00018907668709289283,1.5360681572929025e-05
5.1367987907724455e-06,1.5508913975281757e-06,5.434571903606411e-06,7.8933790064184e-06,2.0503794075921178e-05,4.848345270147547e-06
5.1140568757546134e-06,8.945965532802802e-07,4.9622067308519036e-06,9.196960490953643e-07,4.366180291981436e-06,4.869178155786358e-06
5.186091584619135e-06,8.417104027103051e-07,5.014776434109081e-06,8.820834977996128e-07,3.8526577554875985e-06,4.979047844244633e-06
5.258452802081592e-06,8.43584075482795e-07,5.0782691687345505e-06,9.027243095260928e-07,3.884770649165148e-06,5.092050741950516e-06
5.332288765202975e-06,8.508559403708205e-07,5.144177066540578e-06,9.136244898400037e-07,3.9349788494291715e-06,5.2106970542808995e-06
5.407689059211407e-06,8.585002433392219e-07,5.211435563978739e-06,9.232821298610361e-07,3.98779047827702e-06,5.3319135986384936e-06
5.48473144590389e-06,8.667651059113268e-07,5.280362529447302e-06,9.34203512770182e-07,4.0421891753794625e-06,5.456613507703878e-06
5.56344457436353e-06,8.750124038670037e-07,5.3506469157582615e-06,9.435682954972435e-07,4.098322278878186e-06,5.58657029614551e-06
5.643901204166468e-06,8.831356694827264e-07,5.422371486929478e-06,9.55346649789135e-07,4.154459475103067e-06,5.720003173337318e-06
5.726187737309374e-06,8.91786953616247e-07,5.495888217410538e-06,9.656421298132045e-07,4.213097781757824e-06,5.8580726545187645e-06
5.810343282064423e-06,9.004847925098147e-07,5.570988832914736e-06,9.78008529273211e-07,4.272329533705488e-06,6.000776920700446e-06
5.896425591345178e-06,9.095408586290432e-07,5.6479175327694975e-06,9.890864021144807e-07,4.333705874159932e-06,6.148904503788799e-06
5.984516064927448e-06,9.187198202198488e-07,5.726575182052329e-06,1.0015714906330686e-06,4.399509180075256e-06,6.299271262832917e-06
6.07468064117711e-06,9.279978030463099e-07,5.8069849728781264e-06,1.0130873988600797e-06,4.468043698580004e-06,6.4575924625387415e-06
6.167007541080238e-06,9.376803973282222e-07,5.889456588192843e-06,1.0261969691782724e-06,4.538604116532952e-06,6.619959094678052e-06
6.261566340981517e-06,9.476876812186674e-07,5.973932275082916e-06,1.039779476741387e-06,4.6111144911265e-06,6.786462108721025e-06
6.3584211602574214e-06,9.579450761521002e-07,6.060415216779802e-06,1.0509204457775922e-06,4.685773092205636e-06,6.961457984289154e-06
6.457697054429445e-06,9.681843948783353e-07,6.148968168417923e-06,1.0653593562892638e-06,4.762117896461859e-06,7.140450179576874e-06
6.559490429935977e-06,9.791208412934793e-07,6.239994945644867e-06,1.0800285963341594e-06,4.840655037696706e-06,7.326550075958949e-06
6.663847671006806e-06,9.90148464552476e-07,6.333152668958064e-06,1.0934170404652832e-06,4.922798325424083e-06,7.519112841691822e-06
6.770927939214744e-06,1.0014788358603255e-06,6.428773303923663e-06,1.1092975000792649e-06,5.007997515349416e-06,7.718820597801823e-06
6.880796718178317e-06,1.012973370961845e-06,6.527372079290217e-06,1.124595428336761e-06,5.094616426504217e-06,7.92491300671827e-06
6.993570877966704e-06,1.0247856607747963e-06,6.62923321215203e-06,1.139322421295219e-06,5.184244400879834e-06,8.139163583109621e-06
7.114841992006404e-06,1.0372049246143433e-06,6.734301678079646e-06,1.1554685670489562e-06,5.277143827697728e-06,8.360208994417917e-06
7.24668325347011e-06,1.0497237781237345e-06,6.8428003032749984e-06,1.172292741102865e-06,5.372288342186948e-06,8.591297955717891e-06
7.382789590337779e-06,1.0627388746797806e-06,6.954683158255648e-06,1.1898985121661099e-06,5.470124960993417e-06,8.830354090605397e-06
7.5230191214359365e-06,1.0761367548184353e-06,7.0699934440199286e-06,1.2063443364240811e-06,5.571400379267288e-06,9.076566129806451e-06
7.670473678444978e-06,1.089893203243264e-06,7.1886270234244876e-06,1.2250352483533788e-06,5.6755661717033945e-06,9.33490719035035e-06
7.823911801096983e-06,1.1040397112083156e-06,7.3107294156216085e-06,1.2434616110112984e-06,5.782566404377576e-06,9.60208762990078e-06
7.982293027453125e-06,1.118608906836016e-06,7.4364484135003295e-06,1.2632768857656629e-06,5.8931309467880055e-06,9.879834578896407e-06
8.14584745967295e-06,1.1337640444253339e-06,7.566002295789076e-06,1.2827576938434504e-06,6.0076672525610775e-06,1.0168749213335104e-05
8.314863407576922e-06,1.1492137446111883e-06,7.699749403400347e-06,1.3045064406469464e-06,6.125319941929774e-06,1.0470197594258934e-05
8.489549145451747e-06,1.1654859690679586e-06,7.838398232706822e-06,1.3239122154118377e-06,6.249008038139436e-06,1.078191871783929e-05
8.670237548358273e-06,1.181823108709068e-06,7.981280759850051e-06,1.3473551234710612e-06,6.374150416377233e-06,1.1106531019322574e-05
8.857211469148751e-06,1.198945710711996e-06,8.128965419018641e-06,1.3697110716748284e-06,6.504869816126302e-06,1.1446695680206176e-05
9.050805601873435e-06,1.216707914863946e-06,8.281464033643715e-06,1.3930659861216554e-06,6.646563178946963e-06,1.1799406820500735e-05
9.252140444004908e-06,1.234833462149254e-06,8.438923032372259e-06,1.4180996004142798e-06,6.79303593642544e-06,1.2167567547294311e-05
9.461855370318517e-06,1.2536640952021116e-06,8.601775334682316e-06,1.4433209116759826e-06,6.945327641005861e-06,1.2552010957733728e-05
9.679373761173338e-06,1.2731455854009255e-06,8.770242857281119e-06,1.4701568034070078e-06,7.103275493136607e-06,1.2954204066772945e-05
9.905145816446748e-06,1.2935475979247713e-06,8.944783985498361e-06,1.4962158729758812e-06,7.2685061240918e-06,1.3373130968830083e-05
1.0139658115804195e-05,1.3146932360541541e-06,9.125604265136644e-06,1.5245822169163148e-06,7.440982699336018e-06,1.3812253200740088e-05
1.038325353874825e-05,1.3362727031562827e-06,9.312741894973442e-06,1.5544407006018446e-06,7.6228279795031995e-06,1.4269120583776385e-05
1.0636622391757555e-05,1.3588991123469896e-06,9.506995411356911e-06,1.5847767826926429e-06,7.812119292793795e-06,1.4749884030607063e-05
1.090023488359293e-05,1.3821659194945823e-06,9.708490324555896e-06,1.6178630630747648e-06,8.008810254978016e-06,1.525335665064631e-05
1.1174806786584668e-05,1.4064908100408502e-06,9.917852366925217e-06,1.651036654948257e-06,8.220018571591936e-06,1.5778594388393685e-05
1.1460990208433941e-05,1.4318815146907582e-06,1.0135581760550849e-05,1.6858064100233605e-06,8.441941645287443e-06,1.633234933251515e-05
1.1759470908145886e-05,1.4584220480173826e-06,1.0362104148953222e-05,1.7208778899657773e-06,8.673424417793285e-06,1.6912374121602625e-05
1.2071041965100449e-05,1.4857567975923303e-06,1.0597774235066026e-05,1.7591364667168818e-06,8.91415766091086e-06,1.7522677808301523e-05
1.2396554666338488e-05,1.514521272838465e-06,1.0843501513591036e-05,1.7972798787013744e-06,9.166654308501165e-06,1.8163767890655436e-05
1.2736963981296867e-05,1.5462437659152783e-06,1.1099775292677805e-05,1.8378002550889505e-06,9.431018042960204e-06,1.8838785763364285e-05
1.3093174857203849e-05,1.5808069520062418e-06,1.1367130355210975e-05,1.8812597772921436e-06,9.706843229650985e-06,1.954886465682648e-05
1.3466414202412125e-05,1.6170853314179112e-06,1.1646665370790288e-05,1.925760898302542e-06,9.996385415433906e-06,2.0299607058404945e-05
1.3857835256203543e-05,1.655047753956751e-06,1.1942584023927338e-05,1.9738656646950403e-06,1.0299820132786408e-05,2.1092109818710014e-05
1.4268797713157255e-05,1.6950848475971725e-06,1.2252603482920676e-05,2.022388798650354e-06,1.0620489774737507e-05,2.192789179389365e-05
1.4700693100166973e-05,1.7370650766679319e-06,1.2577535017044283e-05,2.0740194486279506e-06,1.0963418390019797e-05,2.2813925170339644e-05
1.5155193068494555e-05,1.7814966213336447e-06,1.2918715583509766e-05,2.1280018245306564e-06,1.1324741535645444e-05,2.3751090338919312e-05
1.5633950170013122e-05,1.8280178437635186e-06,1.3277058314997703e-05,2.185570338042453e-06,1.1704655662470032e-05,2.4746130293351598e-05
1.6138958017108962e-05,1.877558815976954e-06,1.3654069334734231e-05,2.2559631815965986e-06,1.210575646837242e-05,2.5802586606005207e-05
1.667238939262461e-05,1.9392045942367986e-06,1.4051376638235524e-05,2.3420884645020124e-06,1.2530188541859388e-05,2.6925907150143757e-05
1.7236681742360815e-05,2.0044230950588826e-06,1.4471637769020163e-05,2.432956307529821e-06,1.2979894563613925e-05,2.812385355355218e-05
1.783437437552493e-05,2.0733705241582356e-06,1.491697366873268e-05,2.5307160740339896e-06,1.3455335647449829e-05,2.9399394406937063e-05
1.8468519556336105e-05,2.146452743545524e-06,1.53882683662232e-05,2.6335105758334976e-06,1.3960432625026442e-05,3.076128996326588e-05
1.9142451492371038e-05,2.224023091912386e-06,1.5887819245108403e-05,2.74381500275922e-06,1.4497132724500261e-05,3.2222211302723736e-05
1.9859882741002366e-05,2.3065383629727876e-06,1.641828566789627e-05,2.8603753889910877e-06,1.5068620086822193e-05,3.378487235750072e-05
2.062509156530723e-05,2.394486728007905e-06,1.698385676718317e-05,2.985727860504994e-06,1.567866092955228e-05,3.546506923157722e-05
2.1442841898533516e-05,2.4883947844500653e-06,1.7590808056411333e-05,3.1190347726806067e-06,1.6330744983861223e-05,3.727250805241056e-05
2.2318559786072e-05,2.588820052551455e-06,1.8239163182443008e-05,3.2611233109491877e-06,1.7035152268363163e-05,3.922370888176374e-05
2.325843888684176e-05,2.6964507924276404e-06,1.8933213141281158e-05,3.4152599255321547e-06,1.780113234417513e-05,4.1330535168526694e-05
2.4269596906378865e-05,2.812082584568998e-06,1.9678027456393465e-05,3.5801829199044732e-06,1.8626760720508173e-05,4.361438914202154e-05
2.5360179279232398e-05,2.936621285698493e-06,2.047933048743289e-05,3.757846570806578e-06,1.9530414647306316e-05,4.6096967707853764e-05
2.6539697500993498e-05,3.0711248655279633e-06,2.134374517481774e-05,3.950512109440751e-06,2.0508592569967732e-05,4.879979678662494e-05
2.7819067327072844e-05,3.216718596377177e-06,2.2278922187979333e-05,4.159330273978412e-06,2.157022390747443e-05,5.1755003369180486e-05
2.92112490569707e-05,3.3748942769307178e-06,2.3293951016967185e-05,4.385995453048963e-06,2.2726706447429024e-05,5.499429244082421e-05
3.0731262086192146e-05,3.5472612580633722e-06,2.439931995468214e-05,4.633865046343999e-06,2.3990236513782293e-05,5.85570560360793e-05
3.239704528823495e-05,3.7356953725975472e-06,2.560750363045372e-05,4.904759407509118e-06,2.5375989935128018e-05,6.249391299206764e-05
3.4229946322739124e-05,3.9425449358532205e-06,2.6933425033348612e-05,5.203172804613132e-06,2.6901678211288527e-05,6.68573920847848e-05
3.625559838837944e-05,4.170407009951305e-06,2.8394832042977214e-05,5.531609986064723e-06,2.8588819986907765e-05,7.171808101702482e-05
3.85052953788545e-05,4.422818165039644e-06,3.0013608920853585e-05,5.896448328712722e-06,3.0464243536698632e-05,7.715835818089545e-05
4.1016821342054754e-05,4.703509603132261e-06,3.1815892725717276e-05,6.302021574811079e-06,3.255880073993467e-05,8.328254625666887e-05
4.383745545055717e-05,5.017574494559085e-06,3.3834512578323483e-05,6.7569008024293e-06,3.491302049951628e-05,9.021472214953974e-05
4.702598380390555e-05,5.3709654821432196e-06,3.6110188375459984e-05,7.268778972502332e-06,3.758603270398453e-05,9.8116957815364e-05
5.0656963139772415e-05,5.771395990450401e-06,3.869449574267492e-05,7.849500434531365e-06,4.0646191337145865e-05,0.00010718838893808424
5.482618507812731e-05,6.228508027561475e-06,4.1653627704363316e-05,8.512781278113835e-06,4.416220690472983e-05,0.00011769222328439355
5.96674217376858e-05,6.7547462094808e-06,4.507377161644399e-05,9.276773198507726e-06,4.8239908210234717e-05,0.00012996949953958392
6.534839485539123e-05,7.366341378656216e-06,4.906938920612447e-05,1.0164480045204982e-05,5.301965938997455e-05,0.00014447481953538954
7.208617898868397e-05,8.085224180831574e-06,5.3795825806446373e-05,1.1208122487005312e-05,5.869312371942215e-05,0.00016182841500267386
8.019441884243861e-05,8.940967745729722e-06,5.946852616034448e-05,1.2448902452888433e-05,6.552563718287274e-05,0.00018289533909410238
9.01220555533655e-05,9.97513416223228e-06,6.639573985012248e-05,1.3945522368885577e-05,7.389686652459204e-05,0.00020890927407890558
0.00010253291839035228,1.1247343536524568e-05,7.503271626774222e-05,1.5779834939166903e-05,8.436884672846645e-05,0.00024170493998099118
0.00011845080007333308,1.2846726349380333e-05,8.608083589933813e-05,1.8073669707519002e-05,9.780792606761679e-05,0.0002841028617694974
0.00013953565212432295,1.4911929611116648e-05,0.00010067655239254236,2.1006773749832064e-05,0.00011565938621060923,0.00034067180240526795
0.0001686583273112774,1.7670819943305105e-05,0.00012078351574018598,2.485991717549041e-05,0.00014109417679719627,0.00041927743586711586
0.000211220103665255,2.1524982003029436e-05,0.00015009396884124726,3.0083170713623986e-05,0.00017932394985109568,0.0005345814861357212
0.00027863195282407105,2.7294134270050563e-05,0.00019641949620563537,3.739773092092946e-05,0.0002423027326585725,0.0007170674507506192
0.00039955112151801586,3.7695943319704384e-05,0.0002794024767354131,5.023575431550853e-05,0.0003649475402198732,0.0010405578650534153
0.0006689743604511023,5.9152782341698185e-05,0.0004636546073015779,7.476059545297176e-05,0.0006711428286507726,0.0017278929008170962
0.0015704322140663862,0.00013760291039943695,0.001080402871593833,0.00019672139023896307,0.0018292558379471302,0.00358421984128654
0.004714163951575756,0.00034636579221114516,0.0033225989900529385,0.0008787170518189669,0.005362104624509811,0.006333305034786463
0.0026271650567650795,0.00026626867474988103,0.001962297596037388,0.0007935528410598636,0.003237537108361721,0.0033554830588400364
0.0013308849884197116,0.00023538667301181704,0.0010653057834133506,0.0006493473192676902,0.001852343324571848,0.0018036853289231658
0.0008430009474977851,0.00019868602976202965,0.0007071768632158637,0.00048450002213940024,0.00128107366617769,0.0011891963658854365
0.0006057224818505347,0.00016391323879361153,0.0005255851428955793,0.0003633241867646575,0.000981464167125523,0.0008782572112977505
0.0004695504030678421,0.00013626005966216326,0.0004183762357570231,0.00027981927269138396,0.0007993557956069708,0.000693910347763449
0.00038250742363743484,0.00011471913603600115,0.00034806440817192197,0.0002214659471064806,0.0006775327492505312,0.0005727599491365254
0.00032253022072836757,9.811131894821301e-05,0.0002985372266266495,0.00017953601491171867,0.0005903764395043254,0.00048729695845395327
0.00027886449242942035,8.518468530382961e-05,0.0002618621801957488,0.00014863055548630655,0.0005248612724244595,0.0004238350666128099
0.0002457154041621834,7.500431092921644e-05,0.00023355995654128492,0.00012531665561255068,0.00047371903201565146,0.0003748660092242062
0.00021971174282953143,6.687861605314538e-05,0.00021103463950566947,0.00010736122931120917,0.0004325925838202238,0.0003359235997777432
0.0001987710129469633,6.029175710864365e-05,0.00019274702935945243,9.330811735708266e-05,0.0003987259406130761,0.00030421462724916637
0.0001815440773498267,5.490532566909678e-05,0.0001775895361788571,8.211619569920003e-05,0.0003702904796227813,0.00027788919396698475
0.0001671201316639781,5.0425096560502425e-05,0.0001647675089770928,7.30957108316943e-05,0.00034602981759235263,0.0002556844847276807
0.0001548620202811435,4.667032771976665e-05,0.00015376784722320735,6.571644189534709e-05,0.00032504741102457047,0.00023669684014748782
0.00014431339513976127,4.349198570707813e-05,0.00014427579299081117,5.996378604322672e-05,0.00030669241095893085,0.0002202778559876606
0.00013513758312910795,4.0765378798823804e-05,0.00013601522368844599,5.596819391939789e-05,0.0002904777356889099,0.00020593775843735784
0.00012707870337180793,3.8404752558562905e-05,0.0001287036284338683,5.249424430076033e-05,0.00027602730551734567,0.00019329732458572835
0.00011994531087111682,3.633819142123684e-05,0.00012218444317113608,4.944272222928703e-05,0.00026305855135433376,0.00018208225083071738
0.0001135835045715794,3.452236342127435e-05,0.00011633017857093364,4.687213368015364e-05,0.00025134056340903044,0.00017206210759468377
